model	objective	gene	status	value
iUL909.xml	obj	G_OGAPODRAFT_17125	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17141	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17147	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17164	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17183	optimal	1.094685
iUL909.xml	obj	G_OGAPODRAFT_17196	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17209	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17214	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17222	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17232	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17249	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17254	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17255	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17263	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17282	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17300	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17305	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17330	optimal	0.192352
iUL909.xml	obj	G_OGAPODRAFT_17349	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17351	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17354	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17358	optimal	0.804541
iUL909.xml	obj	G_OGAPODRAFT_17359	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17363	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17371	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17375	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17379	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17380	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17393	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17416	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17420	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17421	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17423	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17427	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17429	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17433	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17443	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17449	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17455	optimal	1.104407
iUL909.xml	obj	G_OGAPODRAFT_17472	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17474	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17475	optimal	1.112278
iUL909.xml	obj	G_OGAPODRAFT_17478	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17481	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17490	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17502	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17504	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17508	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17519	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17521	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17532	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_17539	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17542	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17549	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17558	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17575	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_17579	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_22591	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_22750	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_22788	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_22860	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_23093	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_23094	optimal	0.805031
iUL909.xml	obj	G_OGAPODRAFT_23179	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_23286	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_23423	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_23796	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_23810	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_23954	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_24225	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_24356	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_24602	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_24623	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_24938	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_24994	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_24996	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_25163	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_25166	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_25299	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_25304	optimal	0.805031
iUL909.xml	obj	G_OGAPODRAFT_25347	optimal	1.073405
iUL909.xml	obj	G_OGAPODRAFT_25578	optimal	0.805031
iUL909.xml	obj	G_OGAPODRAFT_25583	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_38129	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_38221	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_38767	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_38952	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_39142	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_40325	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_40331	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_40930	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_41426	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_41784	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_42796	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_43491	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_43664	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_44328	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_44689	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_44799	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_44849	optimal	1.097031
iUL909.xml	obj	G_OGAPODRAFT_44972	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_45305	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_45471	optimal	0.336832
iUL909.xml	obj	G_OGAPODRAFT_45710	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_45822	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_46610	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_46930	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_47120	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_47169	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_47173	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_47736	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_48315	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_48589	optimal	1.113769
iUL909.xml	obj	G_OGAPODRAFT_48849	optimal	1.111402
iUL909.xml	obj	G_OGAPODRAFT_48948	optimal	1.10679
iUL909.xml	obj	G_OGAPODRAFT_49058	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_49212	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_49303	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_49307	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_49322	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_49391	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_49434	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_49477	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_49985	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_49994	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_50282	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_50451	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_50531	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_50636	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_50694	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_50808	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_50813	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_51028	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_51058	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_51063	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_51202	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_51567	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_51722	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_51848	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_52470	optimal	0.804541
iUL909.xml	obj	G_OGAPODRAFT_52588	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_52668	optimal	1.112278
iUL909.xml	obj	G_OGAPODRAFT_52693	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_5832	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_5846	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_6075	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_6084	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_6139	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_6244	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_6292	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_6412	optimal	1.016861
iUL909.xml	obj	G_OGAPODRAFT_6624	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_6718	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_6888	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_7041	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_7070	optimal	0.336832
iUL909.xml	obj	G_OGAPODRAFT_7162	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_74411	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_74426	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_74431	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_74482	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_74573	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_74631	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_74645	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_74751	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_74884	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_74996	optimal	1.116621
iUL909.xml	obj	G_OGAPODRAFT_75001	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75067	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75091	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_7518	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_75230	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75269	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_75314	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75355	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75409	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_75412	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75480	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75503	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75596	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75699	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75778	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75794	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75844	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75847	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_75900	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_75953	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76042	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76161	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76258	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_76277	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_7629	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76390	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76435	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76440	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76469	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_76560	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76713	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_7687	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_76918	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76934	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_76992	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_77158	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_7720	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_77236	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_77308	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_77322	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_77330	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_77416	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_77703	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_77738	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_77840	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_77844	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_77849	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_7791	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_77938	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_77970	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_78012	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_78083	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_78092	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_78218	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_78289	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_78322	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_80848	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_80878	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_80896	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_80959	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_80996	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_8102	optimal	0.805031
iUL909.xml	obj	G_OGAPODRAFT_81143	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81191	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81199	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81232	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_81304	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81312	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81353	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_81366	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81398	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81446	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81537	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_81545	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81583	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81595	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_81636	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81702	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_8172	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81781	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81878	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81917	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_8192	optimal	0.804541
iUL909.xml	obj	G_OGAPODRAFT_81921	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_81951	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82074	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82221	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_82246	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_82283	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82307	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82309	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82333	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82340	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82442	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82460	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82677	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82690	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_8272	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82811	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82845	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_82848	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_8287	optimal	0.804541
iUL909.xml	obj	G_OGAPODRAFT_82877	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82886	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82913	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82924	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82947	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_82959	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_82973	optimal	1.11679
iUL909.xml	obj	G_OGAPODRAFT_83150	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83179	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83235	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83337	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_83364	optimal	0.804541
iUL909.xml	obj	G_OGAPODRAFT_83418	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83571	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83574	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83598	optimal	1.057899
iUL909.xml	obj	G_OGAPODRAFT_83668	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83748	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_83835	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_83869	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83988	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83994	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_83997	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_84229	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_84264	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_84558	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_84591	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_84904	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_8492	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_85071	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_85162	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_85180	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_85337	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_85369	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_85460	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_86070	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_86266	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_86309	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_86341	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_86506	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_86546	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_86569	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_86856	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_86869	optimal	0.805031
iUL909.xml	obj	G_OGAPODRAFT_87278	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_87483	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_87507	optimal	1.112498
iUL909.xml	obj	G_OGAPODRAFT_87688	optimal	1.086351
iUL909.xml	obj	G_OGAPODRAFT_87824	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_87893	optimal	1.116833
iUL909.xml	obj	G_OGAPODRAFT_87999	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_88121	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_8819	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_88236	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_88355	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_88384	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_88509	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_88534	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_88763	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_88885	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_88971	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_89317	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_89623	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_8964	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_89872	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_89929	optimal	0.980357
iUL909.xml	obj	G_OGAPODRAFT_9007	optimal	0.805031
iUL909.xml	obj	G_OGAPODRAFT_90189	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_90368	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_90434	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_90468	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_90750	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_90798	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_90800	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_90970	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_90977	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_91005	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_91171	optimal	1.094685
iUL909.xml	obj	G_OGAPODRAFT_91309	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_9131	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_91557	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_91716	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_91744	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_91784	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_91802	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_91816	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_91824	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_91830	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_9185	optimal	0.804541
iUL909.xml	obj	G_OGAPODRAFT_91870	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_91895	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_91905	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_91928	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_92047	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_92152	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_92172	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_92206	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_9224	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_92301	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_92383	optimal	1.102366
iUL909.xml	obj	G_OGAPODRAFT_92513	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_92522	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_92536	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_92540	optimal	0.805031
iUL909.xml	obj	G_OGAPODRAFT_92749	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_92781	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_92861	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_92900	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_92932	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_92990	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93067	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93152	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93180	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93183	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93189	optimal	0.805031
iUL909.xml	obj	G_OGAPODRAFT_93190	optimal	0.805031
iUL909.xml	obj	G_OGAPODRAFT_93227	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93248	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_93381	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_93392	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_9342	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93434	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93458	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93522	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93533	optimal	1.116663
iUL909.xml	obj	G_OGAPODRAFT_93573	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_9364	optimal	0.336832
iUL909.xml	obj	G_OGAPODRAFT_93662	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93702	optimal	0.0
iUL909.xml	obj	G_OGAPODRAFT_93707	optimal	0.970034
iUL909.xml	obj	G_OGAPODRAFT_93790	optimal	1.116836
iUL909.xml	obj	G_OGAPODRAFT_93944	optimal	1.116836
